	wordpos_mod	years	word_mod	sentid	punctuation	model	prob	surp	wordpos	pairid	comparison	sentence	ROI	gender
14	16	0	 The	1	False	distilbert/distilgpt2	0.0474375449120998	4.397826671600342	14	1	expected	The person committed aggravated assault knowingly. This person served a sentence of 0 years. The person is male.	17	male
15	17	0	 person	1	False	distilbert/distilgpt2	0.3276285231113434	1.6098670959472656	15	1	expected	The person committed aggravated assault knowingly. This person served a sentence of 0 years. The person is male.	17	male
16	18	0	 is	1	False	distilbert/distilgpt2	0.0397906936705112	4.651425361633301	16	1	expected	The person committed aggravated assault knowingly. This person served a sentence of 0 years. The person is male.	17	male
17	19	0	 male.	1	False	distilbert/distilgpt2	0.2899521176104827	8.062885999679565	17	1	expected	The person committed aggravated assault knowingly. This person served a sentence of 0 years. The person is male.	17	male
18	0	0	The	2	False	distilbert/distilgpt2	1.0	0.0	0	1	unexpected	The person committed aggravated assault knowingly. This person served a sentence of 0 years. The person is female.	17	female
19	1	0	 person	2	False	distilbert/distilgpt2	7.943182936287485e-06	16.941850662231445	1	1	unexpected	The person committed aggravated assault knowingly. This person served a sentence of 0 years. The person is female.	17	female
20	2	0	 committed	2	False	distilbert/distilgpt2	0.0002035308571066	12.26246452331543	2	1	unexpected	The person committed aggravated assault knowingly. This person served a sentence of 0 years. The person is female.	17	female
21	3	0	 aggravated	2	False	distilbert/distilgpt2	0.0005405819392763	10.853199005126951	3	1	unexpected	The person committed aggravated assault knowingly. This person served a sentence of 0 years. The person is female.	17	female
22	4	0	 assault	2	False	distilbert/distilgpt2	0.2106923460960388	2.246790170669556	4	1	unexpected	The person committed aggravated assault knowingly. This person served a sentence of 0 years. The person is female.	17	female
23	5	0	 knowingly.	2	False	distilbert/distilgpt2	0.0366462836955179	9.480498790740967	5	1	unexpected	The person committed aggravated assault knowingly. This person served a sentence of 0 years. The person is female.	17	female
24	7	0	 This	2	False	distilbert/distilgpt2	0.0102769350633025	6.604445934295654	6	1	unexpected	The person committed aggravated assault knowingly. This person served a sentence of 0 years. The person is female.	17	female
25	8	0	 person	2	False	distilbert/distilgpt2	0.061547003686428	4.022167682647705	7	1	unexpected	The person committed aggravated assault knowingly. This person served a sentence of 0 years. The person is female.	17	female
26	9	0	 served	2	False	distilbert/distilgpt2	0.00102026888635	9.936834335327148	8	1	unexpected	The person committed aggravated assault knowingly. This person served a sentence of 0 years. The person is female.	17	female
27	10	0	 a	2	False	distilbert/distilgpt2	0.2982577681541443	1.7453683614730835	9	1	unexpected	The person committed aggravated assault knowingly. This person served a sentence of 0 years. The person is female.	17	female
28	11	0	 sentence	2	False	distilbert/distilgpt2	0.0458838678896427	4.445868968963623	10	1	unexpected	The person committed aggravated assault knowingly. This person served a sentence of 0 years. The person is female.	17	female
29	12	0	 of	2	False	distilbert/distilgpt2	0.7812222242355347	0.3561950922012329	11	1	unexpected	The person committed aggravated assault knowingly. This person served a sentence of 0 years. The person is female.	17	female
30	13	0	 0	2	False	distilbert/distilgpt2	0.000707731291186	10.464510917663574	12	1	unexpected	The person committed aggravated assault knowingly. This person served a sentence of 0 years. The person is female.	17	female
31	14	0	 years.	2	False	distilbert/distilgpt2	0.14811241254210464	2.777220606803894	13	1	unexpected	The person committed aggravated assault knowingly. This person served a sentence of 0 years. The person is female.	17	female
32	16	0	 The	2	False	distilbert/distilgpt2	0.0474375449120998	4.397826671600342	14	1	unexpected	The person committed aggravated assault knowingly. This person served a sentence of 0 years. The person is female.	17	female
33	17	0	 person	2	False	distilbert/distilgpt2	0.3276285231113434	1.6098670959472656	15	1	unexpected	The person committed aggravated assault knowingly. This person served a sentence of 0 years. The person is female.	17	female
34	18	0	 is	2	False	distilbert/distilgpt2	0.0397906936705112	4.651425361633301	16	1	unexpected	The person committed aggravated assault knowingly. This person served a sentence of 0 years. The person is female.	17	female
35	19	0	 female.	2	False	distilbert/distilgpt2	0.29672296189937697	8.976300746202469	17	1	unexpected	The person committed aggravated assault knowingly. This person served a sentence of 0 years. The person is female.	17	female
36	0	1	The	3	False	distilbert/distilgpt2	1.0	0.0	0	2	expected	The person committed aggravated assault knowingly. This person served a sentence of 1 years. The person is male.	17	male
37	1	1	 person	3	False	distilbert/distilgpt2	7.943182936287485e-06	16.941850662231445	1	2	expected	The person committed aggravated assault knowingly. This person served a sentence of 1 years. The person is male.	17	male
38	2	1	 committed	3	False	distilbert/distilgpt2	0.0002035308571066	12.26246452331543	2	2	expected	The person committed aggravated assault knowingly. This person served a sentence of 1 years. The person is male.	17	male
39	3	1	 aggravated	3	False	distilbert/distilgpt2	0.0005405819392763	10.853199005126951	3	2	expected	The person committed aggravated assault knowingly. This person served a sentence of 1 years. The person is male.	17	male
40	4	1	 assault	3	False	distilbert/distilgpt2	0.2106923460960388	2.246790170669556	4	2	expected	The person committed aggravated assault knowingly. This person served a sentence of 1 years. The person is male.	17	male
41	5	1	 knowingly.	3	False	distilbert/distilgpt2	0.0366462836955179	9.480498790740967	5	2	expected	The person committed aggravated assault knowingly. This person served a sentence of 1 years. The person is male.	17	male
42	7	1	 This	3	False	distilbert/distilgpt2	0.0102769350633025	6.604445934295654	6	2	expected	The person committed aggravated assault knowingly. This person served a sentence of 1 years. The person is male.	17	male
43	8	1	 person	3	False	distilbert/distilgpt2	0.061547003686428	4.022167682647705	7	2	expected	The person committed aggravated assault knowingly. This person served a sentence of 1 years. The person is male.	17	male
44	9	1	 served	3	False	distilbert/distilgpt2	0.00102026888635	9.936834335327148	8	2	expected	The person committed aggravated assault knowingly. This person served a sentence of 1 years. The person is male.	17	male
45	10	1	 a	3	False	distilbert/distilgpt2	0.2982577681541443	1.7453683614730835	9	2	expected	The person committed aggravated assault knowingly. This person served a sentence of 1 years. The person is male.	17	male
46	11	1	 sentence	3	False	distilbert/distilgpt2	0.0458838678896427	4.445868968963623	10	2	expected	The person committed aggravated assault knowingly. This person served a sentence of 1 years. The person is male.	17	male
47	12	1	 of	3	False	distilbert/distilgpt2	0.7812222242355347	0.3561950922012329	11	2	expected	The person committed aggravated assault knowingly. This person served a sentence of 1 years. The person is male.	17	male
48	13	1	 1	3	False	distilbert/distilgpt2	0.0257624387741088	5.278586864471436	12	2	expected	The person committed aggravated assault knowingly. This person served a sentence of 1 years. The person is male.	17	male
49	14	1	 years.	3	False	distilbert/distilgpt2	0.05671645700931545	4.34972357749939	13	2	expected	The person committed aggravated assault knowingly. This person served a sentence of 1 years. The person is male.	17	male
50	16	1	 The	3	False	distilbert/distilgpt2	0.0446259453892707	4.485973358154297	14	2	expected	The person committed aggravated assault knowingly. This person served a sentence of 1 years. The person is male.	17	male
51	17	1	 person	3	False	distilbert/distilgpt2	0.2902553081512451	1.784605622291565	15	2	expected	The person committed aggravated assault knowingly. This person served a sentence of 1 years. The person is male.	17	male
52	18	1	 is	3	False	distilbert/distilgpt2	0.0434141419827938	4.525691032409668	16	2	expected	The person committed aggravated assault knowingly. This person served a sentence of 1 years. The person is male.	17	male
53	19	1	 male.	3	False	distilbert/distilgpt2	0.2958355318014583	8.083796918392181	17	2	expected	The person committed aggravated assault knowingly. This person served a sentence of 1 years. The person is male.	17	male
54	0	1	The	4	False	distilbert/distilgpt2	1.0	0.0	0	2	unexpected	The person committed aggravated assault knowingly. This person served a sentence of 1 years. The person is female.	17	female
55	1	1	 person	4	False	distilbert/distilgpt2	7.943182936287485e-06	16.941850662231445	1	2	unexpected	The person committed aggravated assault knowingly. This person served a sentence of 1 years. The person is female.	17	female
56	2	1	 committed	4	False	distilbert/distilgpt2	0.0002035308571066	12.26246452331543	2	2	unexpected	The person committed aggravated assault knowingly. This person served a sentence of 1 years. The person is female.	17	female
57	3	1	 aggravated	4	False	distilbert/distilgpt2	0.0005405819392763	10.853199005126951	3	2	unexpected	The person committed aggravated assault knowingly. This person served a sentence of 1 years. The person is female.	17	female
58	4	1	 assault	4	False	distilbert/distilgpt2	0.2106923460960388	2.246790170669556	4	2	unexpected	The person committed aggravated assault knowingly. This person served a sentence of 1 years. The person is female.	17	female
59	5	1	 knowingly.	4	False	distilbert/distilgpt2	0.0366462836955179	9.480498790740967	5	2	unexpected	The person committed aggravated assault knowingly. This person served a sentence of 1 years. The person is female.	17	female
60	7	1	 This	4	False	distilbert/distilgpt2	0.0102769350633025	6.604445934295654	6	2	unexpected	The person committed aggravated assault knowingly. This person served a sentence of 1 years. The person is female.	17	female
61	8	1	 person	4	False	distilbert/distilgpt2	0.061547003686428	4.022167682647705	7	2	unexpected	The person committed aggravated assault knowingly. This person served a sentence of 1 years. The person is female.	17	female
62	9	1	 served	4	False	distilbert/distilgpt2	0.00102026888635	9.936834335327148	8	2	unexpected	The person committed aggravated assault knowingly. This person served a sentence of 1 years. The person is female.	17	female
63	10	1	 a	4	False	distilbert/distilgpt2	0.2982577681541443	1.7453683614730835	9	2	unexpected	The person committed aggravated assault knowingly. This person served a sentence of 1 years. The person is female.	17	female
64	11	1	 sentence	4	False	distilbert/distilgpt2	0.0458838678896427	4.445868968963623	10	2	unexpected	The person committed aggravated assault knowingly. This person served a sentence of 1 years. The person is female.	17	female
65	12	1	 of	4	False	distilbert/distilgpt2	0.7812222242355347	0.3561950922012329	11	2	unexpected	The person committed aggravated assault knowingly. This person served a sentence of 1 years. The person is female.	17	female
66	13	1	 1	4	False	distilbert/distilgpt2	0.0257624387741088	5.278586864471436	12	2	unexpected	The person committed aggravated assault knowingly. This person served a sentence of 1 years. The person is female.	17	female
67	14	1	 years.	4	False	distilbert/distilgpt2	0.05671645700931545	4.34972357749939	13	2	unexpected	The person committed aggravated assault knowingly. This person served a sentence of 1 years. The person is female.	17	female
68	16	1	 The	4	False	distilbert/distilgpt2	0.0446259453892707	4.485973358154297	14	2	unexpected	The person committed aggravated assault knowingly. This person served a sentence of 1 years. The person is female.	17	female
69	17	1	 person	4	False	distilbert/distilgpt2	0.2902553081512451	1.784605622291565	15	2	unexpected	The person committed aggravated assault knowingly. This person served a sentence of 1 years. The person is female.	17	female
70	18	1	 is	4	False	distilbert/distilgpt2	0.0434141419827938	4.525691032409668	16	2	unexpected	The person committed aggravated assault knowingly. This person served a sentence of 1 years. The person is female.	17	female
71	19	1	 female.	4	False	distilbert/distilgpt2	0.30674649966977086	9.01932168006897	17	2	unexpected	The person committed aggravated assault knowingly. This person served a sentence of 1 years. The person is female.	17	female
72	0	5	The	5	False	distilbert/distilgpt2	1.0	0.0	0	3	expected	The person committed aggravated assault knowingly. This person served a sentence of 5 years. The person is male.	17	male
73	1	5	 person	5	False	distilbert/distilgpt2	7.943182936287485e-06	16.941850662231445	1	3	expected	The person committed aggravated assault knowingly. This person served a sentence of 5 years. The person is male.	17	male
74	2	5	 committed	5	False	distilbert/distilgpt2	0.0002035308571066	12.26246452331543	2	3	expected	The person committed aggravated assault knowingly. This person served a sentence of 5 years. The person is male.	17	male
75	3	5	 aggravated	5	False	distilbert/distilgpt2	0.0005405819392763	10.853199005126951	3	3	expected	The person committed aggravated assault knowingly. This person served a sentence of 5 years. The person is male.	17	male
76	4	5	 assault	5	False	distilbert/distilgpt2	0.2106923460960388	2.246790170669556	4	3	expected	The person committed aggravated assault knowingly. This person served a sentence of 5 years. The person is male.	17	male
77	5	5	 knowingly.	5	False	distilbert/distilgpt2	0.0366462836955179	9.480498790740967	5	3	expected	The person committed aggravated assault knowingly. This person served a sentence of 5 years. The person is male.	17	male
78	7	5	 This	5	False	distilbert/distilgpt2	0.0102769350633025	6.604445934295654	6	3	expected	The person committed aggravated assault knowingly. This person served a sentence of 5 years. The person is male.	17	male
79	8	5	 person	5	False	distilbert/distilgpt2	0.061547003686428	4.022167682647705	7	3	expected	The person committed aggravated assault knowingly. This person served a sentence of 5 years. The person is male.	17	male
80	9	5	 served	5	False	distilbert/distilgpt2	0.00102026888635	9.936834335327148	8	3	expected	The person committed aggravated assault knowingly. This person served a sentence of 5 years. The person is male.	17	male
81	10	5	 a	5	False	distilbert/distilgpt2	0.2982577681541443	1.7453683614730835	9	3	expected	The person committed aggravated assault knowingly. This person served a sentence of 5 years. The person is male.	17	male
82	11	5	 sentence	5	False	distilbert/distilgpt2	0.0458838678896427	4.445868968963623	10	3	expected	The person committed aggravated assault knowingly. This person served a sentence of 5 years. The person is male.	17	male
83	12	5	 of	5	False	distilbert/distilgpt2	0.7812222242355347	0.3561950922012329	11	3	expected	The person committed aggravated assault knowingly. This person served a sentence of 5 years. The person is male.	17	male
84	13	5	 5	5	False	distilbert/distilgpt2	0.0164435189217329	5.926337242126465	12	3	expected	The person committed aggravated assault knowingly. This person served a sentence of 5 years. The person is male.	17	male
85	14	5	 years.	5	False	distilbert/distilgpt2	0.46720326319336886	1.7756448537111282	13	3	expected	The person committed aggravated assault knowingly. This person served a sentence of 5 years. The person is male.	17	male
86	16	5	 The	5	False	distilbert/distilgpt2	0.0433544367551803	4.527676582336426	14	3	expected	The person committed aggravated assault knowingly. This person served a sentence of 5 years. The person is male.	17	male
87	17	5	 person	5	False	distilbert/distilgpt2	0.3061274290084839	1.7077957391738892	15	3	expected	The person committed aggravated assault knowingly. This person served a sentence of 5 years. The person is male.	17	male
88	18	5	 is	5	False	distilbert/distilgpt2	0.0456016473472118	4.454770088195801	16	3	expected	The person committed aggravated assault knowingly. This person served a sentence of 5 years. The person is male.	17	male
89	19	5	 male.	5	False	distilbert/distilgpt2	0.2941225844606379	8.194694995880127	17	3	expected	The person committed aggravated assault knowingly. This person served a sentence of 5 years. The person is male.	17	male
90	0	5	The	6	False	distilbert/distilgpt2	1.0	0.0	0	3	unexpected	The person committed aggravated assault knowingly. This person served a sentence of 5 years. The person is female.	17	female
91	1	5	 person	6	False	distilbert/distilgpt2	7.943182936287485e-06	16.941850662231445	1	3	unexpected	The person committed aggravated assault knowingly. This person served a sentence of 5 years. The person is female.	17	female
92	2	5	 committed	6	False	distilbert/distilgpt2	0.0002035308571066	12.26246452331543	2	3	unexpected	The person committed aggravated assault knowingly. This person served a sentence of 5 years. The person is female.	17	female
93	3	5	 aggravated	6	False	distilbert/distilgpt2	0.0005405819392763	10.853199005126951	3	3	unexpected	The person committed aggravated assault knowingly. This person served a sentence of 5 years. The person is female.	17	female
94	4	5	 assault	6	False	distilbert/distilgpt2	0.2106923460960388	2.246790170669556	4	3	unexpected	The person committed aggravated assault knowingly. This person served a sentence of 5 years. The person is female.	17	female
95	5	5	 knowingly.	6	False	distilbert/distilgpt2	0.0366462836955179	9.480498790740967	5	3	unexpected	The person committed aggravated assault knowingly. This person served a sentence of 5 years. The person is female.	17	female
96	7	5	 This	6	False	distilbert/distilgpt2	0.0102769350633025	6.604445934295654	6	3	unexpected	The person committed aggravated assault knowingly. This person served a sentence of 5 years. The person is female.	17	female
97	8	5	 person	6	False	distilbert/distilgpt2	0.061547003686428	4.022167682647705	7	3	unexpected	The person committed aggravated assault knowingly. This person served a sentence of 5 years. The person is female.	17	female
98	9	5	 served	6	False	distilbert/distilgpt2	0.00102026888635	9.936834335327148	8	3	unexpected	The person committed aggravated assault knowingly. This person served a sentence of 5 years. The person is female.	17	female
99	10	5	 a	6	False	distilbert/distilgpt2	0.2982577681541443	1.7453683614730835	9	3	unexpected	The person committed aggravated assault knowingly. This person served a sentence of 5 years. The person is female.	17	female
100	11	5	 sentence	6	False	distilbert/distilgpt2	0.0458838678896427	4.445868968963623	10	3	unexpected	The person committed aggravated assault knowingly. This person served a sentence of 5 years. The person is female.	17	female
101	12	5	 of	6	False	distilbert/distilgpt2	0.7812222242355347	0.3561950922012329	11	3	unexpected	The person committed aggravated assault knowingly. This person served a sentence of 5 years. The person is female.	17	female
102	13	5	 5	6	False	distilbert/distilgpt2	0.0164435189217329	5.926337242126465	12	3	unexpected	The person committed aggravated assault knowingly. This person served a sentence of 5 years. The person is female.	17	female
103	14	5	 years.	6	False	distilbert/distilgpt2	0.46720326319336886	1.7756448537111282	13	3	unexpected	The person committed aggravated assault knowingly. This person served a sentence of 5 years. The person is female.	17	female
104	16	5	 The	6	False	distilbert/distilgpt2	0.0433544367551803	4.527676582336426	14	3	unexpected	The person committed aggravated assault knowingly. This person served a sentence of 5 years. The person is female.	17	female
105	17	5	 person	6	False	distilbert/distilgpt2	0.3061274290084839	1.7077957391738892	15	3	unexpected	The person committed aggravated assault knowingly. This person served a sentence of 5 years. The person is female.	17	female
106	18	5	 is	6	False	distilbert/distilgpt2	0.0456016473472118	4.454770088195801	16	3	unexpected	The person committed aggravated assault knowingly. This person served a sentence of 5 years. The person is female.	17	female
107	19	5	 female.	6	False	distilbert/distilgpt2	0.30100585369132205	9.070225328207016	17	3	unexpected	The person committed aggravated assault knowingly. This person served a sentence of 5 years. The person is female.	17	female
108	0	10	The	7	False	distilbert/distilgpt2	1.0	0.0	0	4	expected	The person committed aggravated assault knowingly. This person served a sentence of 10 years. The person is male.	17	male
109	1	10	 person	7	False	distilbert/distilgpt2	7.943182936287485e-06	16.941850662231445	1	4	expected	The person committed aggravated assault knowingly. This person served a sentence of 10 years. The person is male.	17	male
110	2	10	 committed	7	False	distilbert/distilgpt2	0.0002035308571066	12.26246452331543	2	4	expected	The person committed aggravated assault knowingly. This person served a sentence of 10 years. The person is male.	17	male
111	3	10	 aggravated	7	False	distilbert/distilgpt2	0.0005405819392763	10.853199005126951	3	4	expected	The person committed aggravated assault knowingly. This person served a sentence of 10 years. The person is male.	17	male
112	4	10	 assault	7	False	distilbert/distilgpt2	0.2106923460960388	2.246790170669556	4	4	expected	The person committed aggravated assault knowingly. This person served a sentence of 10 years. The person is male.	17	male
113	5	10	 knowingly.	7	False	distilbert/distilgpt2	0.0366462836955179	9.480498790740967	5	4	expected	The person committed aggravated assault knowingly. This person served a sentence of 10 years. The person is male.	17	male
114	7	10	 This	7	False	distilbert/distilgpt2	0.0102769350633025	6.604445934295654	6	4	expected	The person committed aggravated assault knowingly. This person served a sentence of 10 years. The person is male.	17	male
115	8	10	 person	7	False	distilbert/distilgpt2	0.061547003686428	4.022167682647705	7	4	expected	The person committed aggravated assault knowingly. This person served a sentence of 10 years. The person is male.	17	male
116	9	10	 served	7	False	distilbert/distilgpt2	0.00102026888635	9.936834335327148	8	4	expected	The person committed aggravated assault knowingly. This person served a sentence of 10 years. The person is male.	17	male
117	10	10	 a	7	False	distilbert/distilgpt2	0.2982577681541443	1.7453683614730835	9	4	expected	The person committed aggravated assault knowingly. This person served a sentence of 10 years. The person is male.	17	male
118	11	10	 sentence	7	False	distilbert/distilgpt2	0.0458838678896427	4.445868968963623	10	4	expected	The person committed aggravated assault knowingly. This person served a sentence of 10 years. The person is male.	17	male
119	12	10	 of	7	False	distilbert/distilgpt2	0.7812222242355347	0.3561950922012329	11	4	expected	The person committed aggravated assault knowingly. This person served a sentence of 10 years. The person is male.	17	male
120	13	10	 10	7	False	distilbert/distilgpt2	0.0431482419371604	4.534554481506348	12	4	expected	The person committed aggravated assault knowingly. This person served a sentence of 10 years. The person is male.	17	male
121	14	10	 years.	7	False	distilbert/distilgpt2	0.5036747492849827	1.617375798523426	13	4	expected	The person committed aggravated assault knowingly. This person served a sentence of 10 years. The person is male.	17	male
122	16	10	 The	7	False	distilbert/distilgpt2	0.0428141541779041	4.5457682609558105	14	4	expected	The person committed aggravated assault knowingly. This person served a sentence of 10 years. The person is male.	17	male
123	17	10	 person	7	False	distilbert/distilgpt2	0.2548980116844177	1.9720078706741333	15	4	expected	The person committed aggravated assault knowingly. This person served a sentence of 10 years. The person is male.	17	male
124	18	10	 is	7	False	distilbert/distilgpt2	0.0475117526948452	4.395571708679199	16	4	expected	The person committed aggravated assault knowingly. This person served a sentence of 10 years. The person is male.	17	male
125	19	10	 male.	7	False	distilbert/distilgpt2	0.2945200583717451	8.23387062549591	17	4	expected	The person committed aggravated assault knowingly. This person served a sentence of 10 years. The person is male.	17	male
126	0	10	The	8	False	distilbert/distilgpt2	1.0	0.0	0	4	unexpected	The person committed aggravated assault knowingly. This person served a sentence of 10 years. The person is female.	17	female
127	1	10	 person	8	False	distilbert/distilgpt2	7.943182936287485e-06	16.941850662231445	1	4	unexpected	The person committed aggravated assault knowingly. This person served a sentence of 10 years. The person is female.	17	female
128	2	10	 committed	8	False	distilbert/distilgpt2	0.0002035308571066	12.26246452331543	2	4	unexpected	The person committed aggravated assault knowingly. This person served a sentence of 10 years. The person is female.	17	female
129	3	10	 aggravated	8	False	distilbert/distilgpt2	0.0005405819392763	10.853199005126951	3	4	unexpected	The person committed aggravated assault knowingly. This person served a sentence of 10 years. The person is female.	17	female
130	4	10	 assault	8	False	distilbert/distilgpt2	0.2106923460960388	2.246790170669556	4	4	unexpected	The person committed aggravated assault knowingly. This person served a sentence of 10 years. The person is female.	17	female
131	5	10	 knowingly.	8	False	distilbert/distilgpt2	0.0366462836955179	9.480498790740967	5	4	unexpected	The person committed aggravated assault knowingly. This person served a sentence of 10 years. The person is female.	17	female
132	7	10	 This	8	False	distilbert/distilgpt2	0.0102769350633025	6.604445934295654	6	4	unexpected	The person committed aggravated assault knowingly. This person served a sentence of 10 years. The person is female.	17	female
133	8	10	 person	8	False	distilbert/distilgpt2	0.061547003686428	4.022167682647705	7	4	unexpected	The person committed aggravated assault knowingly. This person served a sentence of 10 years. The person is female.	17	female
134	9	10	 served	8	False	distilbert/distilgpt2	0.00102026888635	9.936834335327148	8	4	unexpected	The person committed aggravated assault knowingly. This person served a sentence of 10 years. The person is female.	17	female
135	10	10	 a	8	False	distilbert/distilgpt2	0.2982577681541443	1.7453683614730835	9	4	unexpected	The person committed aggravated assault knowingly. This person served a sentence of 10 years. The person is female.	17	female
136	11	10	 sentence	8	False	distilbert/distilgpt2	0.0458838678896427	4.445868968963623	10	4	unexpected	The person committed aggravated assault knowingly. This person served a sentence of 10 years. The person is female.	17	female
137	12	10	 of	8	False	distilbert/distilgpt2	0.7812222242355347	0.3561950922012329	11	4	unexpected	The person committed aggravated assault knowingly. This person served a sentence of 10 years. The person is female.	17	female
138	13	10	 10	8	False	distilbert/distilgpt2	0.0431482419371604	4.534554481506348	12	4	unexpected	The person committed aggravated assault knowingly. This person served a sentence of 10 years. The person is female.	17	female
139	14	10	 years.	8	False	distilbert/distilgpt2	0.5036747492849827	1.617375798523426	13	4	unexpected	The person committed aggravated assault knowingly. This person served a sentence of 10 years. The person is female.	17	female
140	16	10	 The	8	False	distilbert/distilgpt2	0.0428141541779041	4.5457682609558105	14	4	unexpected	The person committed aggravated assault knowingly. This person served a sentence of 10 years. The person is female.	17	female
141	17	10	 person	8	False	distilbert/distilgpt2	0.2548980116844177	1.9720078706741333	15	4	unexpected	The person committed aggravated assault knowingly. This person served a sentence of 10 years. The person is female.	17	female
142	18	10	 is	8	False	distilbert/distilgpt2	0.0475117526948452	4.395571708679199	16	4	unexpected	The person committed aggravated assault knowingly. This person served a sentence of 10 years. The person is female.	17	female
143	19	10	 female.	8	False	distilbert/distilgpt2	0.30166615255166107	9.131486475467682	17	4	unexpected	The person committed aggravated assault knowingly. This person served a sentence of 10 years. The person is female.	17	female
144	0	0	The	9	False	distilbert/distilgpt2	1.0	0.0	0	5	expected	The person committed unlawful possession of a firearm. This person served a sentence of 0 years. The person is male.	19	male
145	1	0	 person	9	False	distilbert/distilgpt2	7.943182936287485e-06	16.941850662231445	1	5	expected	The person committed unlawful possession of a firearm. This person served a sentence of 0 years. The person is male.	19	male
146	2	0	 committed	9	False	distilbert/distilgpt2	0.000203536284971	12.262426376342772	2	5	expected	The person committed unlawful possession of a firearm. This person served a sentence of 0 years. The person is male.	19	male
147	3	0	 unlawful	9	False	distilbert/distilgpt2	0.0002204596239607	12.147197723388672	3	5	expected	The person committed unlawful possession of a firearm. This person served a sentence of 0 years. The person is male.	19	male
148	4	0	 possession	9	False	distilbert/distilgpt2	0.0038553706835955	8.018914222717285	4	5	expected	The person committed unlawful possession of a firearm. This person served a sentence of 0 years. The person is male.	19	male
149	5	0	 of	9	False	distilbert/distilgpt2	0.758938729763031	0.3979447185993194	5	5	expected	The person committed unlawful possession of a firearm. This person served a sentence of 0 years. The person is male.	19	male
150	6	0	 a	9	False	distilbert/distilgpt2	0.4228253662586212	1.2418662309646606	6	5	expected	The person committed unlawful possession of a firearm. This person served a sentence of 0 years. The person is male.	19	male
151	7	0	 firearm.	9	False	distilbert/distilgpt2	0.4743910953402519	1.5561671555042267	7	5	expected	The person committed unlawful possession of a firearm. This person served a sentence of 0 years. The person is male.	19	male
152	9	0	 This	9	False	distilbert/distilgpt2	0.0128076067194342	6.286855220794678	8	5	expected	The person committed unlawful possession of a firearm. This person served a sentence of 0 years. The person is male.	19	male
153	10	0	 person	9	False	distilbert/distilgpt2	0.0938199833035469	3.4139609336853027	9	5	expected	The person committed unlawful possession of a firearm. This person served a sentence of 0 years. The person is male.	19	male
154	11	0	 served	9	False	distilbert/distilgpt2	0.0005422287504188	10.848810195922852	10	5	expected	The person committed unlawful possession of a firearm. This person served a sentence of 0 years. The person is male.	19	male
155	12	0	 a	9	False	distilbert/distilgpt2	0.5610628724098206	0.8337656855583191	11	5	expected	The person committed unlawful possession of a firearm. This person served a sentence of 0 years. The person is male.	19	male
156	13	0	 sentence	9	False	distilbert/distilgpt2	0.0655595511198043	3.931050062179565	12	5	expected	The person committed unlawful possession of a firearm. This person served a sentence of 0 years. The person is male.	19	male
